"Time","EventID","Source","Computer","Message","Details"
"2021-01-28T13:23:41.376Z",7,"Sysmon","CLIENT02","Image loaded:","Image: C:\Program Files\Microsoft Edge\msedge.exe; ImageLoaded: C:\Windows\System32\advapi32.dll; ProcessId: 7500"
"2021-10-01T14:22:51.331Z",4672,"Security-Auditing","CLIENT02","Special privileges assigned to new logon.","Subject: Account Name: svc_sql; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-06-14T05:52:36.321Z",4776,"Security-Auditing","CLIENT02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: jane.doe; Computer: Computer Name: CLIENT02"
"2021-06-23T17:09:09.821Z",6006,"System","WEB01","The Event log service was stopped.",""
"2021-07-02T10:36:27.558Z",3,"Sysmon","DEV-01","Network connection detected:","Image: C:\Windows\System32\spoolsv.exe; User: ABYAH\lnguyen; DestinationIp: 142.250.80.46; DestinationPort: 53; Protocol: tcp"
"2021-11-07T07:49:58.405Z",8,"Sysmon","TEST-01","Sysmon event 8",""
"2021-10-24T23:49:13.621Z",6005,"System","HR-DESK-01","The Event log service was started.",""
"2021-05-21T19:14:59.584Z",6006,"System","WEB01","The Event log service was stopped.",""
"2021-09-08T02:48:46.182Z",15,"Sysmon","DC02","FileCreateStreamHash:","Image: C:\Program Files\Google\Chrome\chrome.exe; TargetFilename: C:\Users\WORKGROUP\User2\Downloads\setup_7.exe:Zone.Identifier"
"2021-08-17T13:53:33.561Z",10,"Sysmon","CLIENT02","Sysmon event 10",""
"2021-02-04T12:39:16.357Z",4624,"Security-Auditing","TEST-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: TEST-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: svc_backup; New Logon: Authentication Package: NTLM; Network: Source Address: 192.168.1.30"
"2021-11-03T16:45:48.578Z",4672,"Security-Auditing","DEV-01","Special privileges assigned to new logon.","Subject: Account Name: admin; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-11-15T08:52:01.459Z",11,"Sysmon","TEST-01","File created:","Image: C:\Windows\explorer.exe; TargetFilename: C:\Users\ABYAH\mperez\Documents\file_97.tmp; ProcessId: 5454"
"2021-12-23T19:34:40.426Z",4634,"Security-Auditing","CLIENT03","An account was logged off.","Target: Account Name: User1"
"2021-07-03T09:08:09.554Z",1,"Sysmon","FILE01","Process Create:","Image: C:\Windows\System32\lsass.exe; CommandLine: ""C:\Windows\System32\lsass.exe"" --flag-6083 --config-1; User: ABYAH\lnguyen; ProcessId: 5860"
"2021-09-19T20:49:58.323Z",4672,"Security-Auditing","CLIENT04","Special privileges assigned to new logon.","Subject: Account Name: bwilson; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-06-15T21:17:14.189Z",1,"Sysmon","CLIENT01","Process Create:","Image: C:\Program Files\Microsoft Edge\msedge.exe; CommandLine: ""C:\Program Files\Microsoft Edge\msedge.exe"" --flag-2910 --config-1; User: NETWORK SERVICE; ProcessId: 1484"
"2021-02-28T04:34:40.467Z",4672,"Security-Auditing","DC02","Special privileges assigned to new logon.","Subject: Account Name: klee; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-02-21T10:03:32.173Z",1100,"Security-Auditing","CLIENT01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\bwilson"
"2021-05-22T04:47:37.467Z",6013,"System","DC02","The system uptime is 7632204 seconds.",""
"2021-07-09T04:47:41.640Z",4776,"Security-Auditing","DC02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: ogarcia; Computer: Computer Name: DC02"
"2021-09-17T15:25:39.778Z",6006,"System","CLIENT02","The Event log service was stopped.",""
"2021-02-06T02:09:15.388Z",6013,"System","CLIENT03","The system uptime is 9654390 seconds.",""
"2021-08-02T22:25:09.574Z",6006,"System","EXCH01","The Event log service was stopped.",""
"2021-12-26T06:24:05.213Z",6006,"System","CLIENT02","The Event log service was stopped.",""
"2021-12-11T15:06:57.964Z",1102,"Security-Auditing","DC02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\john.smith"
"2021-05-17T15:02:47.920Z",1102,"Security-Auditing","CLIENT05","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\klee"
"2021-05-13T18:39:17.626Z",6013,"System","WEB01","The system uptime is 4207261 seconds.",""
"2021-02-14T13:32:21.667Z",15,"Sysmon","DC02","FileCreateStreamHash:","Image: C:\Windows\explorer.exe; TargetFilename: C:\Users\ABYAH\admin\Downloads\setup_7.exe:Zone.Identifier"
"2021-04-24T04:19:39.561Z",1100,"Security-Auditing","CLIENT04","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\jane.doe"
"2021-04-21T12:59:04.995Z",15,"Sysmon","DC02","FileCreateStreamHash:","Image: C:\Windows\System32\spoolsv.exe; TargetFilename: C:\Users\ABYAH\abyah\Downloads\setup_4.exe:Zone.Identifier"
"2021-02-21T11:46:28.757Z",4624,"Security-Auditing","HR-DESK-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: HR-DESK-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 10; New Logon: Account Name: mperez; New Logon: Authentication Package: Negotiate; Network: Source Address: 172.16.0.1"
"2021-08-24T16:00:43.323Z",15,"Sysmon","EXCH01","FileCreateStreamHash:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; TargetFilename: C:\Users\ABYAH\john.smith\Downloads\setup_8.exe:Zone.Identifier"
"2021-09-18T00:29:18.512Z",4634,"Security-Auditing","CLIENT04","An account was logged off.","Target: Account Name: john.smith"
"2021-06-10T10:24:20.544Z",11,"Sysmon","HR-DESK-02","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\ABYAH\klee\Documents\file_50.tmp; ProcessId: 4622"
"2021-11-25T03:13:58.733Z",11,"Sysmon","TEST-01","File created:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; TargetFilename: C:\Users\ABYAH\abyah\Documents\file_19.tmp; ProcessId: 3302"
"2021-01-08T15:38:47.684Z",3,"Sysmon","WEB01","Network connection detected:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; User: ABYAH\bwilson; DestinationIp: 13.107.42.14; DestinationPort: 443; Protocol: tcp"
"2021-08-24T01:58:48.194Z",7,"Sysmon","EXCH01","Image loaded:","Image: C:\Windows\System32\winlogon.exe; ImageLoaded: C:\Windows\System32\ntdll.dll; ProcessId: 4796"
"2021-11-16T22:47:22.711Z",1100,"Security-Auditing","DEV-01","Security event 1100 occurred.","Details: Event ID 1100 logged for WORKGROUP\User1"
"2021-10-05T00:04:14.314Z",4672,"Security-Auditing","APP01","Special privileges assigned to new logon.","Subject: Account Name: User2; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-12-01T21:35:56.429Z",6005,"System","CLIENT02","The Event log service was started.",""
"2021-02-08T19:09:34.237Z",1100,"Security-Auditing","SQL01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\lnguyen"
"2021-10-08T17:53:09.891Z",6013,"System","CLIENT03","The system uptime is 7358611 seconds.",""
"2021-12-01T22:43:13.355Z",4634,"Security-Auditing","DC01","An account was logged off.","Target: Account Name: mperez"
"2021-12-13T02:19:46.163Z",4776,"Security-Auditing","EXCH01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: svc_sql; Computer: Computer Name: EXCH01"
"2021-06-14T02:57:42.837Z",6013,"System","CLIENT03","The system uptime is 5461399 seconds.",""
"2021-01-13T22:39:38.395Z",1102,"Security-Auditing","SQL01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\jdoe"
"2021-02-24T19:31:47.616Z",3,"Sysmon","CLIENT01","Network connection detected:","Image: C:\Program Files\Google\Chrome\chrome.exe; User: ABYAH\bwilson; DestinationIp: 13.107.42.14; DestinationPort: 53; Protocol: tcp"
"2021-02-26T01:43:35.713Z",10,"Sysmon","DC02","Sysmon event 10",""
"2021-04-05T23:51:09.769Z",11,"Sysmon","FILE01","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\ABYAH\svc_monitor\Documents\file_87.tmp; ProcessId: 9154"
"2021-02-20T09:17:07.106Z",1100,"Security-Auditing","DC02","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\jane.doe"
"2021-05-05T10:15:31.398Z",1102,"Security-Auditing","CLIENT02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\abyah"
"2021-06-18T08:30:47.611Z",6005,"System","DEV-02","The Event log service was started.",""
"2021-11-21T06:05:03.717Z",4776,"Security-Auditing","DEV-02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: User1; Computer: Computer Name: DEV-02"
"2021-01-10T20:15:47.706Z",1100,"Security-Auditing","SQL01","Security event 1100 occurred.","Details: Event ID 1100 logged for LOCAL SERVICE"
"2021-01-22T23:55:09.970Z",4672,"Security-Auditing","SQL01","Special privileges assigned to new logon.","Subject: Account Name: mperez; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-04-04T01:58:24.880Z",6006,"System","HR-DESK-01","The Event log service was stopped.",""
"2021-09-15T14:50:27.953Z",1102,"Security-Auditing","SQL01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\lnguyen"
"2021-07-21T17:28:44.291Z",10,"Sysmon","DEV-01","Sysmon event 10",""
"2021-03-25T18:31:23.912Z",6013,"System","CLIENT03","The system uptime is 9261485 seconds.",""
"2021-12-01T16:46:09.452Z",1,"Sysmon","DC02","Process Create:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; CommandLine: ""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" --flag-3932 --config-4; User: LOCAL SERVICE; ProcessId: 1775"
"2021-09-06T10:57:07.427Z",4634,"Security-Auditing","HR-DESK-02","An account was logged off.","Target: Account Name: jdoe"
"2021-05-20T13:01:52.473Z",15,"Sysmon","DC02","FileCreateStreamHash:","Image: C:\Windows\System32\winlogon.exe; TargetFilename: C:\Users\SYSTEM\Downloads\setup_5.exe:Zone.Identifier"
"2021-05-21T20:37:47.442Z",4624,"Security-Auditing","DEV-02","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DEV-02$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: rbrown; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.20"
"2021-08-07T00:56:33.948Z",1,"Sysmon","CLIENT03","Process Create:","Image: C:\Program Files\Google\Chrome\chrome.exe; CommandLine: ""C:\Program Files\Google\Chrome\chrome.exe"" --flag-8209 --config-9; User: NETWORK SERVICE; ProcessId: 9897"
"2021-03-28T23:33:55.360Z",7,"Sysmon","FILE01","Image loaded:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; ImageLoaded: C:\Windows\System32\user32.dll; ProcessId: 2894"
"2021-03-22T02:03:13.591Z",4776,"Security-Auditing","DC02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: ogarcia; Computer: Computer Name: DC02"
"2021-06-18T04:12:21.923Z",1,"Sysmon","EXCH01","Process Create:","Image: C:\Program Files\Google\Chrome\chrome.exe; CommandLine: ""C:\Program Files\Google\Chrome\chrome.exe"" --flag-1384 --config-7; User: ABYAH\mperez; ProcessId: 3849"
"2021-09-28T16:12:10.619Z",4634,"Security-Auditing","DC02","An account was logged off.","Target: Account Name: rbrown"
"2021-02-10T07:21:53.386Z",15,"Sysmon","HR-DESK-01","FileCreateStreamHash:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; TargetFilename: C:\Users\ABYAH\jdoe\Downloads\setup_4.exe:Zone.Identifier"
"2021-05-27T11:42:20.563Z",7,"Sysmon","APP01","Image loaded:","Image: C:\Program Files\Microsoft Edge\msedge.exe; ImageLoaded: C:\Windows\System32\ole32.dll; ProcessId: 5691"
"2021-01-09T00:13:57.145Z",11,"Sysmon","CLIENT01","File created:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; TargetFilename: C:\Users\ABYAH\abyah\Documents\file_86.tmp; ProcessId: 6552"
"2021-11-17T11:15:21.103Z",4634,"Security-Auditing","CLIENT05","An account was logged off.","Target: Account Name: jane.doe"
"2021-09-22T01:46:47.710Z",8,"Sysmon","CLIENT05","Sysmon event 8",""
"2021-04-15T06:15:13.168Z",7,"Sysmon","CLIENT02","Image loaded:","Image: C:\Program Files\Microsoft Edge\msedge.exe; ImageLoaded: C:\Windows\System32\ntdll.dll; ProcessId: 4353"
"2021-06-28T21:03:54.260Z",8,"Sysmon","TEST-01","Sysmon event 8",""
"2021-04-18T22:19:48.607Z",1,"Sysmon","CLIENT05","Process Create:","Image: C:\Windows\System32\winlogon.exe; CommandLine: ""C:\Windows\System32\winlogon.exe"" --flag-3506 --config-8; User: SYSTEM; ProcessId: 7055"
"2021-02-18T06:43:23.999Z",4672,"Security-Auditing","CLIENT04","Special privileges assigned to new logon.","Subject: Account Name: klee; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-01-04T23:16:02.846Z",1,"Sysmon","FILE01","Process Create:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; CommandLine: ""C:\Program Files\WindowsApps\...\RuntimeBroker.exe"" --flag-8428 --config-9; User: ABYAH\jdoe; ProcessId: 4699"
"2021-11-21T13:40:03.202Z",4624,"Security-Auditing","SQL01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: SQL01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: svc_backup; New Logon: Authentication Package: NTLM; Network: Source Address: 10.0.0.15"
"2021-05-27T19:46:36.540Z",11,"Sysmon","CLIENT01","File created:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\ABYAH\svc_backup\Documents\file_26.tmp; ProcessId: 3868"
"2021-10-26T14:55:59.428Z",6006,"System","CLIENT01","The Event log service was stopped.",""
"2021-07-04T05:59:42.262Z",1100,"Security-Auditing","TEST-01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\ogarcia"
"2021-06-19T06:31:53.825Z",4624,"Security-Auditing","APP01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: APP01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 10; New Logon: Account Name: NETWORK SERVICE; New Logon: Authentication Package: NTLM; Network: Source Address: 192.168.1.20"
"2021-03-05T17:30:47.373Z",4776,"Security-Auditing","DC02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: ogarcia; Computer: Computer Name: DC02"
"2021-11-16T22:33:46.367Z",1102,"Security-Auditing","CLIENT05","Security event 1102 occurred.","Details: Event ID 1102 logged for WORKGROUP\User1"
"2021-12-27T05:51:27.418Z",3,"Sysmon","DC02","Network connection detected:","Image: C:\Program Files\Microsoft Edge\msedge.exe; User: ABYAH\john.smith; DestinationIp: 1.1.1.1; DestinationPort: 80; Protocol: tcp"
"2021-02-13T23:14:57.826Z",10,"Sysmon","CLIENT03","Sysmon event 10",""
"2021-08-21T19:26:39.905Z",6005,"System","FILE01","The Event log service was started.",""
"2021-06-12T02:53:51.475Z",11,"Sysmon","DC01","File created:","Image: C:\Windows\System32\spoolsv.exe; TargetFilename: C:\Users\ABYAH\asmith\Documents\file_95.tmp; ProcessId: 8623"
"2021-01-10T07:16:39.378Z",6005,"System","CLIENT01","The Event log service was started.",""
"2021-03-23T12:33:30.399Z",6006,"System","DEV-02","The Event log service was stopped.",""
"2021-05-21T00:09:38.121Z",4776,"Security-Auditing","WEB01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: svc_monitor; Computer: Computer Name: WEB01"
"2021-11-26T00:14:38.192Z",4624,"Security-Auditing","WEB01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: WEB01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: NETWORK SERVICE; New Logon: Authentication Package: Negotiate; Network: Source Address: 172.16.0.1"
"2021-09-26T13:10:04.972Z",1,"Sysmon","IT-DESK-01","Process Create:","Image: C:\Windows\explorer.exe; CommandLine: ""C:\Windows\explorer.exe"" --flag-7820 --config-4; User: ABYAH\rbrown; ProcessId: 5134"
"2021-04-10T08:59:48.749Z",6005,"System","CLIENT04","The Event log service was started.",""
"2021-04-18T04:33:40.646Z",7,"Sysmon","APP01","Image loaded:","Image: C:\Windows\System32\svchost.exe; ImageLoaded: C:\Windows\System32\ws2_32.dll; ProcessId: 2596"
"2021-11-17T17:54:49.129Z",1,"Sysmon","CLIENT04","Process Create:","Image: C:\Windows\System32\lsass.exe; CommandLine: ""C:\Windows\System32\lsass.exe"" --flag-9037 --config-4; User: LOCAL SERVICE; ProcessId: 3351"
"2021-06-10T04:34:19.545Z",1,"Sysmon","CLIENT05","Process Create:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; CommandLine: ""C:\Program Files\WindowsApps\...\RuntimeBroker.exe"" --flag-9515 --config-7; User: ABYAH\mperez; ProcessId: 4517"
"2021-04-28T05:12:33.328Z",11,"Sysmon","DC02","File created:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\ABYAH\bwilson\Documents\file_98.tmp; ProcessId: 3538"
"2021-04-05T15:44:18.129Z",8,"Sysmon","CLIENT02","Sysmon event 8",""
"2021-10-06T08:23:35.151Z",6006,"System","CLIENT04","The Event log service was stopped.",""
"2021-02-17T11:41:17.838Z",4776,"Security-Auditing","DEV-02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: jdoe; Computer: Computer Name: DEV-02"
"2021-04-22T16:33:45.280Z",4624,"Security-Auditing","CLIENT02","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: CLIENT02$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: ogarcia; New Logon: Authentication Package: Negotiate; Network: Source Address: 192.168.1.30"
"2021-11-09T15:05:34.988Z",6005,"System","CLIENT02","The Event log service was started.",""
"2021-01-14T04:56:04.839Z",11,"Sysmon","CLIENT03","File created:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; TargetFilename: C:\Users\ABYAH\asmith\Documents\file_37.tmp; ProcessId: 7702"
"2021-04-26T23:15:30.160Z",4776,"Security-Auditing","IT-DESK-01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: rbrown; Computer: Computer Name: IT-DESK-01"
"2021-04-10T20:35:07.371Z",6006,"System","HR-DESK-01","The Event log service was stopped.",""
"2021-09-02T23:28:58.357Z",6006,"System","WEB01","The Event log service was stopped.",""
"2021-07-12T04:34:40.474Z",4672,"Security-Auditing","HR-DESK-02","Special privileges assigned to new logon.","Subject: Account Name: abyah; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-09-25T05:49:28.384Z",11,"Sysmon","DC01","File created:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\WORKGROUP\User1\Documents\file_41.tmp; ProcessId: 8415"
"2021-06-01T15:27:55.294Z",6013,"System","APP01","The system uptime is 3907068 seconds.",""
"2021-06-25T07:31:07.285Z",4776,"Security-Auditing","EXCH01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: svc_sql; Computer: Computer Name: EXCH01"
"2021-01-21T01:38:21.643Z",6013,"System","DEV-01","The system uptime is 3558184 seconds.",""
"2021-03-08T02:03:11.513Z",7,"Sysmon","EXCH01","Image loaded:","Image: C:\Windows\System32\winlogon.exe; ImageLoaded: C:\Windows\System32\user32.dll; ProcessId: 6239"
"2022-03-18T08:07:31.763Z",4688,"Security-Auditing","CLIENT01","A new process has been created.","Subject: Account Name: abyah; Subject: Account Domain: ABYAH; New Process: Process Name: C:\Windows\System32\schtasks.exe; New Process: Command Line: schtasks /create /tn WindowzUpdate /tr powershell.exe -w hidden; Creator Process: Process Name: C:\Windows\System32\cmd.exe"
"2021-09-08T09:02:10.953Z",4672,"Security-Auditing","DC01","Special privileges assigned to new logon.","Subject: Account Name: jdoe; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-11-19T06:17:58.727Z",1100,"Security-Auditing","EXCH01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\klee"
"2021-06-08T19:45:51.987Z",11,"Sysmon","EXCH01","File created:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; TargetFilename: C:\Users\ABYAH\svc_monitor\Documents\file_44.tmp; ProcessId: 7382"
"2021-12-26T13:08:53.523Z",4634,"Security-Auditing","APP01","An account was logged off.","Target: Account Name: ogarcia"
"2021-07-24T15:03:05.313Z",4634,"Security-Auditing","FILE01","An account was logged off.","Target: Account Name: jane.doe"
"2021-04-06T04:07:44.854Z",4634,"Security-Auditing","IT-DESK-01","An account was logged off.","Target: Account Name: svc_sql"
"2021-02-10T08:31:30.854Z",11,"Sysmon","CLIENT02","File created:","Image: C:\Windows\explorer.exe; TargetFilename: C:\Users\WORKGROUP\User1\Documents\file_23.tmp; ProcessId: 1395"
"2021-10-26T14:38:06.812Z",7,"Sysmon","HR-DESK-01","Image loaded:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; ImageLoaded: C:\Windows\System32\advapi32.dll; ProcessId: 3255"
"2021-11-02T12:14:02.139Z",4672,"Security-Auditing","HR-DESK-02","Special privileges assigned to new logon.","Subject: Account Name: klee; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-11-25T23:35:37.996Z",10,"Sysmon","EXCH01","Sysmon event 10",""
"2021-07-08T19:11:04.211Z",1102,"Security-Auditing","CLIENT05","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\svc_monitor"
"2021-03-13T20:55:36.638Z",1100,"Security-Auditing","HR-DESK-01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\john.smith"
"2021-06-28T21:50:51.752Z",4776,"Security-Auditing","DC02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: ogarcia; Computer: Computer Name: DC02"
"2021-06-26T00:02:39.401Z",3,"Sysmon","DEV-02","Network connection detected:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; User: ABYAH\svc_sql; DestinationIp: 142.250.80.46; DestinationPort: 53; Protocol: tcp"
"2021-11-04T12:54:26.985Z",4672,"Security-Auditing","HR-DESK-01","Special privileges assigned to new logon.","Subject: Account Name: User1; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-10-13T17:56:24.337Z",4624,"Security-Auditing","APP01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: APP01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: john.smith; New Logon: Authentication Package: NTLM; Network: Source Address: 10.0.0.15"
"2021-07-08T11:08:30.344Z",8,"Sysmon","HR-DESK-01","Sysmon event 8",""
"2021-01-09T00:41:35.382Z",4624,"Security-Auditing","CLIENT05","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: CLIENT05$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: svc_backup; New Logon: Authentication Package: NTLM; Network: Source Address: 10.0.0.1"
"2021-02-03T14:20:58.252Z",1102,"Security-Auditing","DC02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\mperez"
"2021-08-16T20:58:37.772Z",11,"Sysmon","DC01","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\ABYAH\svc_monitor\Documents\file_65.tmp; ProcessId: 9798"
"2021-12-03T13:27:16.141Z",1,"Sysmon","HR-DESK-02","Process Create:","Image: C:\Program Files\Google\Chrome\chrome.exe; CommandLine: ""C:\Program Files\Google\Chrome\chrome.exe"" --flag-3803 --config-9; User: ABYAH\rbrown; ProcessId: 1060"
"2021-03-22T09:18:53.497Z",1102,"Security-Auditing","FILE01","Security event 1102 occurred.","Details: Event ID 1102 logged for SYSTEM"
"2021-12-27T11:35:27.507Z",6013,"System","DEV-01","The system uptime is 6965845 seconds.",""
"2021-05-07T17:51:33.305Z",15,"Sysmon","DC02","FileCreateStreamHash:","Image: C:\Windows\explorer.exe; TargetFilename: C:\Users\ABYAH\svc_monitor\Downloads\setup_4.exe:Zone.Identifier"
"2021-10-19T22:07:11.892Z",3,"Sysmon","DC01","Network connection detected:","Image: C:\Windows\System32\winlogon.exe; User: ABYAH\klee; DestinationIp: 142.250.80.46; DestinationPort: 80; Protocol: tcp"
"2021-08-15T09:10:28.314Z",6005,"System","CLIENT05","The Event log service was started.",""
"2021-01-24T10:19:29.258Z",10,"Sysmon","IT-DESK-01","Sysmon event 10",""
"2021-12-11T04:37:26.570Z",4672,"Security-Auditing","HR-DESK-01","Special privileges assigned to new logon.","Subject: Account Name: svc_sql; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-10-27T02:44:27.519Z",15,"Sysmon","DEV-02","FileCreateStreamHash:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\ABYAH\jdoe\Downloads\setup_9.exe:Zone.Identifier"
"2021-02-15T18:30:30.511Z",4776,"Security-Auditing","DC01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: jdoe; Computer: Computer Name: DC01"
"2021-01-01T20:58:15.805Z",4624,"Security-Auditing","FILE01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: FILE01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: NETWORK SERVICE; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.101"
"2021-06-11T05:09:01.716Z",3,"Sysmon","CLIENT01","Network connection detected:","Image: C:\Program Files\Google\Chrome\chrome.exe; User: ABYAH\asmith; DestinationIp: 10.0.0.1; DestinationPort: 80; Protocol: tcp"
"2021-03-21T20:06:09.858Z",6005,"System","HR-DESK-01","The Event log service was started.",""
"2021-10-09T03:05:56.293Z",1,"Sysmon","DC01","Process Create:","Image: C:\Windows\explorer.exe; CommandLine: ""C:\Windows\explorer.exe"" --flag-7598 --config-6; User: ABYAH\klee; ProcessId: 5275"
"2021-07-11T13:45:39.673Z",6006,"System","IT-DESK-01","The Event log service was stopped.",""
"2021-10-21T05:26:09.623Z",6005,"System","DC01","The Event log service was started.",""
"2021-01-24T21:46:12.828Z",15,"Sysmon","APP01","FileCreateStreamHash:","Image: C:\Windows\explorer.exe; TargetFilename: C:\Users\ABYAH\svc_monitor\Downloads\setup_2.exe:Zone.Identifier"
"2021-05-08T05:32:32.474Z",4776,"Security-Auditing","WEB01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: SYSTEM; Computer: Computer Name: WEB01"
"2021-10-22T18:52:01.524Z",10,"Sysmon","DC02","Sysmon event 10",""
"2021-04-26T15:04:03.364Z",1102,"Security-Auditing","APP01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\jdoe"
